X,Y,Theta
-46,46,0.029045250267280994
-45.80008435672559,46.00580823330975,0.027327040962669982
-45.60015902879531,46.01127296129645,0.025612753733120237
-45.40022462652449,46.016394951984665,0.0239394704658567
-45.200281933612146,46.02118238876866,0.022269842002013006
-45.00033152614878,46.025635989023655,0.020645368840829625
-44.800374147760316,46.02976476947469,0.01902428014291127
-44.600410338992255,46.03356939599646,0.017452287052082276
-44.40044079645151,46.03705967622097,0.015883406930721843
-44.2004660241827,46.04023622403855,0.014367353933487773
-44.00048666591353,46.043109595968886,0.012854143138094402
-43.80050318858561,46.04568035380118,0.01139728443595915
-43.600516178254246,46.04795976133918,0.009942999735562258
-43.40052606449717,46.04994832851988,0.008548387764624694
-43.20053337194601,46.05165798525046,0.007215082458908102
-43.00053857766491,46.05310098922232,0.005884331202218967
-42.800542040190294,46.05427784867121,0.004617755036588916
-42.60054417255266,46.055201396396285,0.003353464820259484
-42.40054529712424,46.055872088103264,0.0021560254666423834
-42.20054576196864,46.05630329286252,0.0009606119161279184
-42.00054585424616,46.056495415216204,-0.000165465606779418
-41.80054585698405,46.056462322095,-0.0012897679394804529
-41.60054602333416,46.05620436857862,-0.0023424377077361676
-41.40054657203535,46.0557358814655,-0.003322997898590011
-41.20054767626584,46.0550712831089,-0.0043018731024114945
-41.00054952687421,46.054210911142114,-0.005206743384135648
-40.80055223788575,46.05316956717047,-0.006110165083915588
-40.60055597128587,46.05194754175759,-0.006937864219783293
-40.40056078466256,46.05055998004517,-0.0077643373841060894
-40.200566813125775,46.04900712817072,-0.008513546315422588
-40.000574061129086,46.04730443947643,-0.009261736832547897
-39.800582639044684,46.045452118592124,-0.009931295757642898
-39.60059250202716,46.04346589209143,-0.010522711537108882
-39.400603574670804,46.041361388622235,-0.011113241726282775
-39.20061592495786,46.03913878602774,-0.011624615913707207
-39.0006294379752,46.03681391520645,-0.012135287445667395
-38.80064416431461,46.034386917287065,-0.012565954277476553
-38.60065995442753,46.0318737925712,-0.01299608335320105
-38.40067684400806,46.0292746490671,-0.013345521706766523
-38.200694654038685,46.02660562395427,-0.013615389881664422
-38.00071319163647,46.02388263011066,-0.013884884402209207
-37.80073247032823,46.02110574245826,-0.014074440235169896
-37.600752278988026,46.01829094734377,-0.014263757566283421
-37.40077262412107,46.01543829256385,-0.014372920635315943
-37.200793281850196,46.0125638074081,-0.014481960358380654
-37.00081425420124,46.00966751657738,-0.01451078176872583
-36.80083531011052,46.00676546207025,-0.014461029280042571
-36.60085622188288,46.00387335701686,-0.014411339738996425
-36.40087699019474,46.000991188836146,-0.014283294400784831
-36.20089739109779,45.99813462708735,-0.014155394573661129
-36.00091742828276,45.99530364271801,-0.013949498943501252
-35.8009368868193,45.992513833408836,-0.013667558749715194
-35.60095556674473,45.989780406762414,-0.013385976818654739
-35.400973484914715,45.9871032913499,-0.013028964278448933
-35.2009904600656,45.9844975722175,-0.01267235931975929
-35.00100651871976,45.98196316818759,-0.012241069943451774
-34.80102150291199,45.979515015340056,-0.011810216530429879
-34.60103545087132,45.9771530269437,-0.011305555553176866
-34.40104823229382,45.97489196400029,-0.010729387443039782
-34.20105974415887,45.97274612768359,-0.010153879863919045
-34.00107005419792,45.970715386606564,-0.009507961996859222
-33.80107909426395,45.968813822858145,-0.008862700153390716
-33.601086948957935,45.96704130603213,-0.008148245558065793
-33.40109358831177,45.965411674953586,-0.007367081503022769
-33.201099015676206,45.96393827198095,-0.006586816773293638
-33.00110335427604,45.96262091815216,-0.005741252846743604
-32.801106650465414,45.9614726738909,-0.004896551949952685
-32.601109048082726,45.960493367414266,-0.003988072626211584
-32.40111063855294,45.95969575500333,-0.0030804003803974263
-32.201111587438845,45.95907967590157,-0.0021105790006991547
-32.001112032893055,45.95865756041482,-0.0010812851980594497
-31.801112149810812,45.95844130341735,-5.304763721848552e-05
-31.601112150092217,45.958430693889916,0.0010328739965201235
-31.401112256775075,45.95863726865249,0.0021178246241741255
-31.20111270529302,45.95906083326069,0.0032585730593542297
-31.001113767121918,45.95971254671922,0.004452368630651217
-30.801115749477287,45.96060301750329,0.005644931839459773
-30.60111893599437,45.96173199787528,0.006888523329304847
-30.401123681150974,45.96310969164542,0.008130994866983638
-30.201130292422302,45.96473587270004,0.009422388663813858
-30.00113917049743,45.96662032254849,0.010759921786111952
-29.801150747977417,45.9687722653813,0.012096065226785784
-29.601165379278413,45.97119141943264,0.013476135094329836
-29.401183539625283,45.97388656487392,0.01485495254345185
-29.201205606181,45.97685744611593,0.016275407141527126
-29.00123209448405,45.98011238384033,0.01773472193617607
-28.801263545695914,45.98365914229945,0.019192510184668807
-28.60130037980995,45.98749740868712,0.020686787222446705
-28.401343172600402,45.991634471045614,0.022179697355268344
-28.20139236448121,45.9960700468237,0.02370665919329759
-28.001448562418187,46.00081093456559,0.025264936410698196
-27.80151239072404,46.00586338429693,0.02682157227659935
-27.601584326085316,46.011227055597,0.028407027862844863
-27.401665016582136,46.01690769708995,0.029991021525169283
-27.201754955977627,46.02290500224324,0.031601284056297016
-27.001854811782604,46.029224207162265,0.03321027592113407
-26.80196509388867,46.03586504146855,0.034842933320230564
-26.60208648460716,46.042832218205966,0.03649660681781172
-26.402219670053487,46.0501299192253,0.03814874372862576
-26.202365185069354,46.05775781747624,0.03981926377107795
-26.00252372149682,46.06571956585129,0.041488453812442226
-25.802695825987833,46.0740148763608,0.04317335169341171
-25.60288219086706,46.08264686453401,0.044871416817789424
-25.403083501491075,46.0916181366645,0.04656789296140094
-25.20330031917031,46.10092834943265,0.04827485172274259
